Parameter_ID,Form,Comment,Loan,Source,Pages,Ultimate source,Glottocode,Name,Language_ID
1,si,si and sa are also used for ‘one.’,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
1,sa,si and sa are also used for ‘one.’,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
2,rua,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
3,tolu,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
4,vati,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
5,lima,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
6,ono,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
7,vitu,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
8,alu,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
9,hia,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
10,haŋavulu,"[<hanavulu>, with <n> in italics]; [incorrectly attributed to Bugotu? Should this be ten in Florida, Gela?]",FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
10,salage,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
10,selage,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
11,salage sikei,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
20,tutugu,a score,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
21,tutugu sikei,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
30,tolu haŋavulu,"[<hanavulu>, with <n> in italics]; [incorrectly attributed to Bugotu? Should this be ten in Florida, Gela?]",FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
40,e rua tutugu,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
100,hathaŋatu,"[<hathanatu>, with <n> in italics]",FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
100,si na hathaŋatu,"[<hathanatu>, with <n> in italics]",FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
1000,toga,,FALSE,Codrington1885,"pp.227, 237, 242, 250, 553-554",,bugh1239,"Ysabel Island, Bugotu",bugh1239-1
1,tjedi,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
2,doewa,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
3,talloe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
4,appa,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
5,lima,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
6,anang,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
7,pitoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
8,aroema,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
9,asera,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
10,sapoelo,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
100,siratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
200,doewanratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
300,talloeratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
400,patanratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
500,limanratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
600,anangratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
700,pitoeratoe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
800,aroemaratonea,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
900,aseraratoena,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
1000,sisaboe,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
10000,silassa,,FALSE,Bakkers1862,pp.256-257,,bugi1244,Boegineesch,bugi1244-1
1,seʔdi,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
1,sisine,"Bissu priest jargon; < sine: “part, piece”",FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
2,dua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
2,duasine,Bissu priest jargon,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
3,tellu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
4,əppaʔ',,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
5,lima,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
6,ənnəŋ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
7,pitu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
8,arua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
9,asera,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
10,səppulo,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
10,sipəppuŋəŋ macumirie,Bissu priest jargon; “a small set”,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
11,səppulo seʔdi,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
11,sipəppuŋəŋ sisine,Bissu priest jargon,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
12,səppulo dua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
12,sipəppuŋəŋ duasine,Bissu priest jargon,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
20,duappulo,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
20,dua pəppuŋəŋ macumirie,Bissu priest jargon; “two small sets”,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
21,duappulo seʔdi,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
21,dua pəppuŋəŋ macumirie sisine,Bissu priest jargon; “two small groups and one”,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
100,siratuʔ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
100,sipəppuŋəŋ maloŋkae,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
1000,sisəʔbu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
1000,sipəppuŋəŋ mappəpuŋəg,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
1000000,sijuta,< juta < Sanskrit,TRUE,Arnaud1998,pp.863-879 [word list item numbers],,bugi1244,Bugis,bugi1244-2
1,sèdi,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
1,séoewa,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
2,doea,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
3,tělloe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
4,éppa',,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
5,lima,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
6,ěnněng,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
7,pitoe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
8,aroewâ,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
9,asérâ,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
10,sappoelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
11,sěppoelo sèdi,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
12,sěppoelo doea,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
13,sěppoelo tělloe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
14,sěppoelo éppa',,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
19,sěppoelo asérâ,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
20,doea poelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
21,doea poelo sédi,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
22,doea poelo doea,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
25,tenga talloepoelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
30,telloe poelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
40,patappoelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
50,lima poelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
60,enneng poelonâ,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
70,pitoe poelo,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
80,aroewa poelôna,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
90,aséra poelôna,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
100,siratoe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
200,doea ratoe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
600,ěnněng ratôena,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
800,aroewa ratôena,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
900,aséra ratôena,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
1000,sisěbboe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
10000,sěppoelosěbboe,,FALSE,Stokhof1987Vol11,p.38,,bugi1244,Bugis (Celebes),bugi1244-3
1,sedie,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
1,tjoea,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
2,doea,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
3,Telloe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
4,Aͤppa,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
5,lima,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
6,aͤnnaͤng,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
7,pitoe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
8,aroewa,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
9,aséra,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
10,saͤppoelo,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
11,suppoelo-sedie,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
12,suppoelo-doea,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
13,suppoelo-Taͤlloe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
14,suppoelo-aͤppa,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
15,suppoelo-Lima,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
16,suppoelo-aͤnnang,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
17,suppoelo-pitoe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
18,suppoelo-aroewa,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
19,suppoelo-asera,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
20,doewa poelo,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
21,doewa poelo sedie,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
25,Doea poelo lima,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
30,Taͤlloe poelo,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
40,pata poelo,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
50,Lima poelo,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
60,aͤnnaͤng poelo,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
100,Seratoe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
1000,Saͤbboe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
10000,poelo saͤbboe,,FALSE,Stokhof1985Vol7.4,p.215,,bugi1244,Camba,bugi1244-4
1,esega,,FALSE,Lean1986Vol06,p.47,S.I.L word list (undated). Village: Binabinahole.,buhu1237,Bohutu,buhu1237-1
2,luwaga,,FALSE,Lean1986Vol06,p.47,S.I.L word list (undated). Village: Binabinahole.,buhu1237,Bohutu,buhu1237-1
3,faihona,,FALSE,Lean1986Vol06,p.47,S.I.L word list (undated). Village: Binabinahole.,buhu1237,Bohutu,buhu1237-1
4,fati,,FALSE,Lean1986Vol06,p.47,S.I.L word list (undated). Village: Binabinahole.,buhu1237,Bohutu,buhu1237-1
5,faligigi,not related to the word for ‘hand’ which is the recognisably AN ‘nima’,FALSE,Lean1986Vol06,p.47,S.I.L word list (undated). Village: Binabinahole.,buhu1237,Bohutu,buhu1237-1
10,nina hudohudoi,,FALSE,Lean1986Vol06,p.47,S.I.L word list (undated). Village: Binabinahole.,buhu1237,Bohutu,buhu1237-1
1,asa,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
2,duwa,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
3,talu,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
4,ampat,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
5,lima,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
6,anam,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
7,pitu,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
8,walu,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
9,saŋa,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
10,sapuluh,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
11,sawalas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
12,duwa walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
13,talu walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
14,ampat walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
15,lima walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
16,anam walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
17,pituŋ walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
18,waluŋ walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
19,saŋaŋ walas,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
20,duwa puluh,,FALSE,Ismail1979,p.73,,buki1247,Bukit,buki1247-1
1,jong,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
2,dugoh,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
3,tolu,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
4,ampat,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
5,limoh,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
6,anum,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
7,kidi,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
8,kenai,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
9,kenulan,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
10,jipuloh,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
11,jipulohjong,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
12,jipulohdugoh,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
20,dugohpuloh,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
21,dugohpulohjong,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
30,tolupuloh,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
100,juatu,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
1000,juribu,,FALSE,Urquhart1955,p.195,,buki1248,Bukitan,buki1248-1
1,ătĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
1,ătĭn,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
2,biĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
3,bi-hătĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
4,nĕbati,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
5,nĕba-hătĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
6,nĕbat-viĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
7,nĕbat-bi-hătĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
8,nĕbat-biĕ-biĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
9,nĕbat-bihătĕ-biĕ,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
10,ănauhĭp,,FALSE,Ray1919,p.330,,buki1249,Dagur-Vatai,buki1249-1
1,atin,,FALSE,Ray1919,p.330,,buki1249,Kavu,buki1249-2
2,piät,,FALSE,Ray1919,p.330,,buki1249,Kavu,buki1249-2
3,pit’atin,,FALSE,Ray1919,p.330,,buki1249,Kavu,buki1249-2
4,nemat’it,,FALSE,Ray1919,p.330,,buki1249,Kavu,buki1249-2
5,anauvip,,FALSE,Ray1919,p.330,,buki1249,Kavu,buki1249-2
10,vivis,,FALSE,Ray1919,p.330,,buki1249,Kavu,buki1249-2
1,ɑtɛn,(masc),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
1,ɑtux,(fem),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
1,ɑtin,(neut),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
2,biɑm,(masc),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
2,biow,(fem),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
2,biɛtʸ,(neut),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
3,bityɑtin,(masc),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
3,biowɑtux,(fem),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
3,bitʸɑtin,(neut),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
4,nimbɑtitʸ,(masc),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
4,nimbwɑtiu,(fem),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
4,nimbwɑtitʸ,(neut),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
5,nimbwɑtɑtʸin,(masc),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
5,nimbwɑt ɑtux,(fem),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
5,nimbwɑt ɑtin,(neut),FALSE,Laycock1970D07,p.898,,buki1249,Mountain Arapesh,buki1249-3
1,atin,,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
2,bies,,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
3,bies atin,2 + 1,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
4,nubatis,‘nybat-’ = ‘dog’ (Fortune),FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
5,anas wis,‘one hand’,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
6,anas wis atin,‘5 + 1’ (or ‘one hand one’),FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
7,anas wis bies,,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
8,anas wis bies atin,,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
9,anas wis nubatis,,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
10,bies wis,,FALSE,LeanEastSepik,p.29,"6 CSQs. Villages: Dagua (2), Urip (2), Wautogik (2).",buki1249,Mountain Arapesh (from CSQs),buki1249-4
1,ot-um,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
2,bwi-yabal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
3,bwi-yabal ot-um,2 + 1,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
4,nombat-ibal,‘nybat-’ = ‘dog’ (Fortune),FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
5,nombat ot-um,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
6,onowip-ibal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
7,onowip ot-um,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
8,onowip bwi-yabal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
9,anap-ibal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
10,anap ot-um,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
11,anap bwi-yabal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
12,wiwis-ibal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
13,wiwis ot-um,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
14,wiwis bwi-yabal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
15,aiyag-ibal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
16,aiyag ot-um,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
17,aiyag bwi-yabal,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
18,elman-igu,,FALSE,LeanEastSepik,p.29,IMP/SIL Questionnaire (1978).,buki1249,Mountain Arapesh (from IMP/SIL),buki1249-5
