ID,Name,Source,Pages,UltimateSource,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
sani1270-1,Sanio,LeanEastSepik,pp.20-21,IMP/SIL (1978).,sani1270,Saniyo-Hiyewe,sny,Papunesia,-4.4376,142.369,Sepik
sani1270-2,Sanio,Laycock1971D33,p.4846,,sani1270,Saniyo-Hiyewe,sny,Papunesia,-4.4376,142.369,Sepik
sapa1251-1,Haria Saparua,Stokhof1982Vol3.4,p.146,,sapa1251,Saparua,spr,Papunesia,-3.58314,128.639,Austronesian
sapa1251-2,Ihamahu Saparua,Stokhof1982Vol3.4,p.176,,sapa1251,Saparua,spr,Papunesia,-3.58314,128.639,Austronesian
sapa1251-3,Ouw Saparua,Stokhof1982Vol3.4,p.162,,sapa1251,Saparua,spr,Papunesia,-3.58314,128.639,Austronesian
sapo1253-1,Saposa (from CSQs),Lean1985Vol03,p.31,2 CSQs. Saposa Island.,sapo1253,Saposa,sps,Papunesia,-5.64103,154.732,Austronesian
sapo1253-2,Saposa (from SIL word list),Lean1985Vol03,p.31,"Allen and Hurd, SIL Wordlist, (1963), Torotsian Village.",sapo1253,Saposa,sps,Papunesia,-5.64103,154.732,Austronesian
sara1323-1,Sirasira,LeanMorobe,p.77,SIL Word List (undated). Village: Som.,sara1323,Sarasira,zsa,Papunesia,-6.18,146.4,Austronesian
sara1323-2,Sirasira,Smith1988,p.67,,sara1323,Sarasira,zsa,Papunesia,-6.18,146.4,Austronesian
saru1242-1,Sarudu,Yamaguchi2003,p.28,,saru1242,Sarudu,sdu,Papunesia,-1.7094,119.349,Austronesian
saru1243-1,Saruga,Zgraggen1980Mabuso,p.92,,saru1243,Saruga,sra,Papunesia,-5.08824,145.578,Nuclear Trans New Guinea
sasa1249-1,Sasak <Sakra> (Lombok),Stokhof1983Vol6,pp.127-128,,sasa1249,Sasak,sas,Papunesia,-8.58349,116.284,Austronesian
sasa1249-2,"Sasak, Sakra area, Lombok",Stokhof1987Vol11,pp.299-300,,sasa1249,Sasak,sas,Papunesia,-8.58349,116.284,Austronesian
sauk1252-1,Sauk,Smith1988,p.91,,sauk1252,Ma Manda,skc,Papunesia,-6.31958,146.759,Nuclear Trans New Guinea
saus1246-1,Kou (Sausi Village),AnonymousRamuB,"pp.2, 6",,saus1246,Sausi,ssj,Papunesia,-5.6873,145.492,Nuclear Trans New Guinea
saus1246-2,Sausi,Zgraggen1980RaiCoast,p.92,,saus1246,Sausi,ssj,Papunesia,-5.6873,145.492,Nuclear Trans New Guinea
savo1255-1,savosavo (Savo I.),Grace1955pdf46,p.55,,savo1255,Savosavo,svs,Papunesia,-9.12853,159.814,Savosavo
savo1255-2,Savo,Codrington1885,"pp.224-225, 227-228, 231, 233, 236, 245, 249, 564-565",,savo1255,Savosavo,svs,Papunesia,-9.12853,159.814,Savosavo
sawa1247-1,Foya/Mafa,Teljeur1982,pp.145-146,,sawa1247,Sawai,szw,Papunesia,0.51111,128.086,Austronesian
sawa1247-2,Sawai,Stokhof1980Vol2,p.275,,sawa1247,Sawai,szw,Papunesia,0.51111,128.086,Austronesian
sawa1247-3,Weda,Teljeur1982,pp.145-146,,sawa1247,Sawai,szw,Papunesia,0.51111,128.086,Austronesian
sawa1247-4,Weda,Stokhof1980Vol2,p.243,,sawa1247,Sawai,szw,Papunesia,0.51111,128.086,Austronesian
sawe1240-1,Basami,Galis1955,p.141,,sawe1240,Saweru,swr,Papunesia,-1.91473,136.296,Yawa-Saweru
sebo1238-1,Ba Mali,Ray1913,"pp.60, 62",,sebo1238,Sebop,sib,Papunesia,3.42701,114.178,Austronesian
sebo1238-2,House Punan Bah Malei,Urquhart1955,p.195,,sebo1238,Sebop,sib,Papunesia,3.42701,114.178,Austronesian
sebo1238-3,Lirong,Ray1913,"pp.60, 62",,sebo1238,Sebop,sib,Papunesia,3.42701,114.178,Austronesian
sebo1238-4,Long Pokun,Ray1913,"pp.60, 62",,sebo1238,Sebop,sib,Papunesia,3.42701,114.178,Austronesian
sebo1238-5,Sibop,Ray1913,"pp.60, 62",,sebo1238,Sebop,sib,Papunesia,3.42701,114.178,Austronesian
sege1235-1,Waliam,Galis1955,p.137,,sege1235,Seget,sbg,Papunesia,-1.36931,131.218,West Bird's Head
sege1235-2,Kamuˈn̥a (= mɔsaˈna),Grace1956pdf37,p.2 [of pdf],,sege1235,Seget,sbg,Papunesia,-1.36931,131.218,West Bird's Head
seim1238-1,Seimat,LeanManus,p.46,SIL Word List (undated). Similam Island.,seim1238,Seimat,ssg,Papunesia,-1.2666667,144.25,Austronesian
seim1238-2,Seimat ,Blust2021,"pp.24, 30, 31",,seim1238,Seimat,ssg,Papunesia,-1.2666667,144.25,Austronesian
seit1239-1,Hila,vanHoevell1877,pp.26-27,,seit1239,Seit-Kaitetu,hik,Papunesia,-3.6111,128.068,Austronesian
seka1247-1,"səˈkar (ugar, kokas)",Grace1955pdf50,p.126,,seka1247,Sekar,skz,Papunesia,-2.65849,132.469,Austronesian
seka1248-1,Sekapan,Urquhart1955,p.195,,seka1248,Sekapan,skp,Papunesia,2.47567,113.562,Austronesian
seko1242-1,Seko (Tengah),Grimes1987,pp.129-135,,seko1242,Seko Tengah,sko,Papunesia,-2.22069,119.823,Austronesian
sela1260-1,Salayar,Stokhof1984Vol7.3,p.195,,sela1260,Selayar,sly,Papunesia,-6.10145,120.496,Austronesian
sela1260-2,Salayar (Celebes),Stokhof1987Vol11,pp.57-58,,sela1260,Selayar,sly,Papunesia,-6.10145,120.496,Austronesian
sele1250-1,Selepet,Smith1988,p.84,,sele1250,Selepet,spl,Papunesia,-6.03532,147.234,Nuclear Trans New Guinea
sele1250-2,Selepet (from CSQs),LeanMorobe,p.17,"5 CSQs. Villages: Kondolop, Satop (North d.); Indum (South d.).",sele1250,Selepet,spl,Papunesia,-6.03532,147.234,Nuclear Trans New Guinea
sele1250-3,Selepet (from IMP/SIL),LeanMorobe,pp.16-17,"IMP/SIL (1978); McElhanon (1972, pp.50-51).",sele1250,Selepet,spl,Papunesia,-6.03532,147.234,Nuclear Trans New Guinea
selu1243-1,Tingalan (western),Lobel2016,pp.234-239,,selu1243,Selungai Murut,slg,Papunesia,4.34788,116.45,Austronesian
sema1269-1,"Language spoken in Matan, Upper Matan area",Stokhof1986Vol8,p.171,,sema1269,Onya Darat,sdm,Papunesia,-0.75188,110.527,Austronesian
semb1240-1,Eastern Tingalan,Lobel2016,pp.234-239,,semb1240,Sembakung Murut,sbr,Papunesia,4.22102,116.799,Austronesian
semi1264-1,Wuaussirau,Ray1912,pp.340-341,,semi1264,Semimi,etz,Papunesia,-3.71553,134.454,Mairasic
semp1241-1,Sémpan,Galis1955,p.167,,semp1241,Sempan,xse,Papunesia,-5.17582,137.588,Nuclear Trans New Guinea
sene1263-1,Sene,Smith1988,p.80,,sene1263,Sene,sej,Papunesia,-6.3859,147.807,Nuclear Trans New Guinea
seng1281-1,A Kinum and Apui,Chinnery1928,p.99,,seng1281,Sengseng,ssz,Papunesia,-6.16474,149.784,Austronesian
seng1281-2,Pasismauna (Sengseng dialect),Lean1985Vol04,p.59,"Wakefield and Whitacre, SIL Word List, 1980. Village: Onebio.",seng1281,Sengseng,ssz,Papunesia,-6.16474,149.784,Austronesian
seng1281-3,Asengseng,Throop1980,"pp.231, 238",,seng1281,Sengseng,ssz,Papunesia,-6.16474,149.784,Austronesian
seng1284-1,Sengo,Staalsen1975,p.14,,seng1284,Sengo,spk,Papunesia,-4.02247,142.956,Ndu
seng1285-1,Tami-groep Tabu,Galis1955,p.163,,seng1285,Senggi,snu,Papunesia,-3.41983,140.77,Border
sepa1241-1,Sepa,Laycock1976,p.416,,sepa1241,Sepa (Papua New Guinea),spe,Papunesia,-4.27,144.965,Austronesian
sepa1241-2,Sepa (from CSQs),LeanMadang,p.8,"2 CSQs. Villages: Sepa, Wanam.",sepa1241,Sepa (Papua New Guinea),spe,Papunesia,-4.27,144.965,Austronesian
sepa1241-3,Sepa (Sepa village),LeanMadang,p.8,SIL Word List (1980). Village: Sepa.,sepa1241,Sepa (Papua New Guinea),spe,Papunesia,-4.27,144.965,Austronesian
sepa1242-1,Sepa (Seram),Stokhof1981Vol3.1,p.96,,sepa1242,Sepa (Indonesia),spb,Papunesia,-3.36682,129.243,Austronesian
sepa1242-2,Sepa (Taluti) Seram,Stokhof1981Vol3.1,p.112,,sepa1242,Sepa (Indonesia),spb,Papunesia,-3.36682,129.243,Austronesian
sepa1242-3,Tamilouw (Taluti) Seram,Stokhof1981Vol3.1,pp.127-128,,sepa1242,Sepa (Indonesia),spb,Papunesia,-3.36682,129.243,Austronesian
sepe1240-1,Akukem,Daniels2010,p.96,,sepe1240,Sepen,spm,Papunesia,-4.22789,144.809,Lower Sepik-Ramu
sepe1240-2,Sepen,Zgraggen1972,pp.215-219,,sepe1240,Sepen,spm,Papunesia,-4.22789,144.809,Lower Sepik-Ramu
sepi1255-1,Iwam,LeanEastSepik,p.17,SIL Word List (undated). Village: Hauna (Yauenian).,sepi1255,Sepik Iwam,iws,Papunesia,-4.30928,142.117,Sepik
sera1260-1,Sera,Laycock1970D01,p.94,,sera1260,Sera,sry,Papunesia,-2.9854,141.951,Austronesian
sera1260-2,Sera,Laycock1976,p.416,,sera1260,Sera,sry,Papunesia,-2.9854,141.951,Austronesian
seri1255-1,Serili,Taber1993,pp.418-419,,seri1255,Serili,sve,Papunesia,-8.11241,129.901,Austronesian
seru1244-1,Serui-Laut,Galis1955,p.141,,seru1244,Serui-Laut,seu,Papunesia,-1.87766,136.252,Austronesian
seru1244-2,"a dialect of Seroei, near Port Dorey [given by Latham]",Codrington1885,p.225,,seru1244,Serui-Laut,seu,Papunesia,-1.87766,136.252,Austronesian
seru1245-1,Serua,Taber1993,pp.418-419,,seru1245,Serua,srw,Papunesia,-6.31107,130.017294,Austronesian
seru1246-1,Murut Serudong,Lobel2016,pp.234-239,,seru1246,Serudung Murut,srk,Papunesia,4.39954,117.279,Austronesian
seta1245-1,Seta,Laycock1967C07,p.39,,seta1245,Seta,stf,Papunesia,-3.42155,141.748,Nuclear Torricelli
seta1246-1,Baktaman,Barth1975,p.21,,seta1246,Setaman,stm,Papunesia,-5.31134,141.833,Nuclear Trans New Guinea
seti1248-1,Seti,Laycock1967C07,p.39,,seti1248,Seti,sbi,Papunesia,-3.45521,141.827,Nuclear Torricelli
sial1240-1,Pong,Ray1919,p.329,,sial1240,Sialum,slw,Papunesia,-6.07688,147.574,Nuclear Trans New Guinea
sial1240-2,Sialum,Smith1988,p.85,,sial1240,Sialum,slw,Papunesia,-6.07688,147.574,Nuclear Trans New Guinea
sial1240-3,Sialum (Sialum village),Lincoln1976,pp.2-5,,sial1240,Sialum,slw,Papunesia,-6.07688,147.574,Nuclear Trans New Guinea
sian1254-1,Siang,Ray1913,"pp.59, 62",,sian1254,Siang,sya,Papunesia,-0.38398,114.693,Austronesian
sian1255-1,Sian (Sihan),Sandin1985,p.71,,sian1255,Sihan,spg,Papunesia,2.66154,113.843,Austronesian
sian1257-1,Siane,Scott1978,"pp.181, 182, 188, 193, 194",,sian1257,Siane,snp,Papunesia,-6.13188,145.247,Nuclear Trans New Guinea
sian1257-2,Siane (Chimbu Province),Lean1986Vol08,p.19,"5 CSQs. Villages: Runugu (3), Opairo, Korou (Chimbu P.).",sian1257,Siane,snp,Papunesia,-6.13188,145.247,Nuclear Trans New Guinea
sian1257-3,Siane (Eastern Highlands Province),Lean1986Vol08,p.19,"4 CSQs. Villages: Mangiro (2), Lende, Korepa (E.H.P.).",sian1257,Siane,snp,Papunesia,-6.13188,145.247,Nuclear Trans New Guinea
sian1257-4,Siane (Nonabalo village),Lean1986Vol08,p.19,S.I.L word list (1962). Village: Nonabalo.,sian1257,Siane,snp,Papunesia,-6.13188,145.247,Nuclear Trans New Guinea
siar1238-1,Siar,Lean1985Vol01,p.58,1 CSQ. Village: Matkamlagir.,siar1238,Siar-Lak,sjr,Papunesia,-4.62059,152.892,Austronesian
siaw1243-1,Musan,Conrad1975,pp.21-24,,siaw1243,Siawi,mmp,Papunesia,-4.05312,141.42,Amto-Musan
siaw1243-2,Musian,LeanSandaun,p.29,SIL Word List (undated). Village: Seiawi.,siaw1243,Siawi,mmp,Papunesia,-4.05312,141.42,Amto-Musan
sibe1248-1,Nagovisi,Lean1985Vol03,p.64,"5 CSQs. Villages: Momoganali, Sianeki, Panam.",sibe1248,Sibe (Nasioi),nco,Papunesia,-6.43149,155.412,South Bougainville
sibe1248-2,Nagovisi (Turuba village),LeanBougainville,p.9,SIL Word List (1975). Village: Turuba.,sibe1248,Sibe (Nasioi),nco,Papunesia,-6.43149,155.412,South Bougainville
sibe1248-3,Nagovisi (based on Decker 1981; Evans 2009; The Rosetta Project digital archive 2010 [referred to as ‘Sibe’]),Brown2021,p.31,,sibe1248,Sibe (Nasioi),nco,Papunesia,-6.43149,155.412,South Bougainville
sibu1258-1,Siduan,Ray1913,"pp.58, 61",,sibu1258,Sibu Melanau,sdx,Papunesia,2.26758,111.763,Austronesian
siha1245-1,Sihan,Zgraggen1980Mabuso,p.92,,siha1245,Sihan (Gum),snr,Papunesia,-5.28029,145.574,Nuclear Trans New Guinea
sika1262-1,Sikka (Central Flores),Stokhof1983Vol6,p.249,,sika1262,Sika,ski,Papunesia,-8.67302,122.38,Austronesian
sika1262-2,Sikka (Flores),Stokhof1983Vol6,p.213,,sika1262,Sika,ski,Papunesia,-8.67302,122.38,Austronesian
sika1263-1,Tori,Galis1955,p.143,,sika1263,Sikaritai,tty,Papunesia,-2.80285,138.287,Lakes Plain
siku1242-1,Salang and Sigulè (from van der Linde),Stokhof1987Vol10.3,pp.54-55,,siku1242,Sikule,skh,Papunesia,2.69113,95.9636,Austronesian
siku1242-2,Sigulei and Salang (from Hotz),Stokhof1987Vol10.3,p.69,,siku1242,Sikule,skh,Papunesia,2.69113,95.9636,Austronesian
sile1255-1,Sirva,Daniels2015,p.680,,sile1255,Sirva,sbq,Papunesia,-4.98243,145.225,Nuclear Trans New Guinea
sile1255-2,Sirva,Daniels2014Item331,p.34,,sile1255,Sirva,sbq,Papunesia,-4.98243,145.225,Nuclear Trans New Guinea
sile1255-3,Sileibi,Zgraggen1980SouthernAdelbert,p.46,,sile1255,Sirva,sbq,Papunesia,-4.98243,145.225,Nuclear Trans New Guinea
sili1247-1,Siliput,LeanSandaun,p.34,SIL Word List (1980). Village: Seleput.,sili1247,Siliput,mkc,Papunesia,-3.60838,142.397,Nuclear Torricelli
sili1247-2,Siliput,Laycock1967C09,p.52,,sili1247,Siliput,mkc,Papunesia,-3.60838,142.397,Nuclear Torricelli
silo1240-1,Silopi,Zgraggen1980Mabuso,p.92,,silo1240,Silopi,xsp,Papunesia,-5.12302,145.586,Nuclear Trans New Guinea
simb1255-1,Simbari,Lean1986Vol11,"pp.40, 60",[unknown],simb1255,Simbari,smb,Papunesia,-7.02259,145.603,Angan
sime1241-1,Lêkon,Stokhof1987Vol10.3,pp.40-41,,sime1241,Simeulue,smr,Papunesia,2.50288,96.2757,Austronesian
sime1241-2,"Seumalur, Tapah area, Seumalur Besar",Stokhof1987Vol10.3,p.100,,sime1241,Simeulue,smr,Papunesia,2.50288,96.2757,Austronesian
sime1241-3,Tapah,Stokhof1987Vol10.3,pp.26-27,,sime1241,Simeulue,smr,Papunesia,2.50288,96.2757,Austronesian
sime1242-1,Nasioi (Korpei sub-dialect),Lean1985Vol03,p.53,"2 CSQs. Villages: Borumai, Sirobai.",sime1242,Simeku,smz,Papunesia,-6.23022,155.423,South Bougainville
sime1242-2,Simeku,Brown2021,p.31,,sime1242,Simeku,smz,Papunesia,-6.23022,155.423,South Bougainville
sina1266-1,Sinagoro (Balawaia dialect),Lean1986Vol07,p.70,4 CSQs.,sina1266,Sinaugoro,snc,Papunesia,-9.79791,147.861,Austronesian
sina1266-2,Sinagoro (Taboro dialect),Lean1986Vol07,p.70,4 CSQs.,sina1266,Sinaugoro,snc,Papunesia,-9.79791,147.861,Austronesian
sina1269-1,Galu,Laycock1967C10,p.69,,sina1269,Galu,siu,Papunesia,-3.42446,142.367,Nuclear Torricelli
sina1271-1,Chimbu (Sinasina dialect: from CSQs),Lean1986Vol09,p.65,19 CSQs.,sina1271,Sinasina,sst,Papunesia,-6.08728,145.032,Nuclear Trans New Guinea
sina1271-2,Chimbu (Sinasina dialect: Sinasina village),Lean1986Vol09,p.65,S.I.L word list (1975). Village: Sinasina.,sina1271,Sinasina,sst,Papunesia,-6.08728,145.032,Nuclear Trans New Guinea
sins1241-1,Kou (Asas Village),AnonymousRamuA,"pp.2, 6",,sins1241,Kou,snz,Papunesia,-5.64336,145.599,Nuclear Trans New Guinea
sins1241-2,Kou (Koroba Village),AnonymousRamuB,"pp.2, 6",,sins1241,Kou,snz,Papunesia,-5.64336,145.599,Nuclear Trans New Guinea
sins1241-3,Sinsauru,Zgraggen1980RaiCoast,p.92,,sins1241,Kou,snz,Papunesia,-5.64336,145.599,Nuclear Trans New Guinea
sins1241-4,Asas,Zgraggen1980RaiCoast,p.92,,sins1241,Kou,snz,Papunesia,-5.64336,145.599,Nuclear Trans New Guinea
sioo1240-1,Sio,Smith1988,pp.62-63,,sioo1240,Sio,xsi,Papunesia,-5.96037,147.353,Austronesian
sioo1240-2,Sio (from CSQ),LeanMorobe,p.20,1 CSQ. Village: Sio,sioo1240,Sio,xsi,Papunesia,-5.96037,147.353,Austronesian
sioo1240-3,Sio (from SIL word list),LeanMorobe,pp.19-20,SIL Word List (1975). Village: Sio 1.,sioo1240,Sio,xsi,Papunesia,-5.96037,147.353,Austronesian
sioo1240-4,Sio (Sio #1 village),Lincoln1976,pp.2-5,,sioo1240,Sio,xsi,Papunesia,-5.96037,147.353,Austronesian
siro1249-1,Maragum,Ray1919,p.329,,siro1249,Siroi,ssd,Papunesia,-5.52893,145.994,Nuclear Trans New Guinea
siro1249-2,Rumba,Ray1919,p.329,,siro1249,Siroi,ssd,Papunesia,-5.52893,145.994,Nuclear Trans New Guinea
siro1249-3,Siroi,LeanMadang,p.70,SIL Word List (undated). Village: Kumisanger.,siro1249,Siroi,ssd,Papunesia,-5.52893,145.994,Nuclear Trans New Guinea
siro1249-4,Suroi,Zgraggen1980RaiCoast,p.92,,siro1249,Siroi,ssd,Papunesia,-5.52893,145.994,Nuclear Trans New Guinea
sisi1250-1,Sisiqa,Ross2002,p.459,,sisi1250,Sisiqa,,Papunesia,-7,156.83,Austronesian
siss1243-1,Sissano,LeanSandaun,p.8,"4 CSQs. Villages: Arop (2), Malol, Sissano.",siss1243,Sissano,sso,Papunesia,-3.01976,142.049,Austronesian
siss1243-2,Sissano,Laycock1970D01,p.81,,siss1243,Sissano,sso,Papunesia,-3.01976,142.049,Austronesian
siss1243-3,Sissano,Laycock1976,p.416,,siss1243,Sissano,sso,Papunesia,-3.01976,142.049,Austronesian
siss1243-4,Sissano,Ray1919,p.328,,siss1243,Sissano,sso,Papunesia,-3.01976,142.049,Austronesian
siwa1245-1,Siwai,Lean1985Vol03,p.67,"15 CSQs. Villages: Kunu, Naronai, Maisua, Kaparo, Usokoli, Kumuki, Kakatokori, Maisua, Haisi, Koropo, Purikon.",siwa1245,Siwai,siw,Papunesia,-6.6429,155.452,South Bougainville
sobe1238-1,Sarmi,Stokhof1983Vol5.2,p.64,,sobe1238,Sobei,sob,Papunesia,-1.86998,138.75,Austronesian
sobe1238-2,Sobei-groep Sarmi,Galis1955,p.142,,sobe1238,Sobei,sob,Papunesia,-1.86998,138.75,Austronesian
sobe1238-3,Sobei,Grace1955pdf48,p.32,,sobe1238,Sobei,sob,Papunesia,-1.86998,138.75,Austronesian
solo1257-1,Solos,Lean1985Vol03,p.29,"4 CSQs. Villages: Tung, Kohino, Hapan, Nova.",solo1257,Solos,sol,Papunesia,-5.41042,154.624,Austronesian
solo1258-1,Arawe (‘Arove’),Lean1985Vol04,p.86,"Wakefield and Whitacre, Word List (1980). Village: Sauren.",solo1258,Solong,aaw,Papunesia,-5.86129,148.825,Austronesian
solo1258-2,Arawe (Palingmete village),Lean1985Vol04,p.88,1 IMP. Village: Palingmete (Pililo Island).,solo1258,Solong,aaw,Papunesia,-5.86129,148.825,Austronesian
solo1258-3,Arawe (Pililo village),Lean1985Vol04,p.88,1 IMP. Village: Pililo (Pililo Island).,solo1258,Solong,aaw,Papunesia,-5.86129,148.825,Austronesian
solo1258-4,Pililo - Island of S. coast of N. Britain,Grace1955pdf45,p.11,,solo1258,Solong,aaw,Papunesia,-5.86129,148.825,Austronesian
somm1240-1,Som,Smith1988,p.97,,somm1240,Som,smc,Papunesia,-6.07366,146.651,Nuclear Trans New Guinea
sopp1247-1,Usino (from CSQ),LeanMadang,p.55,1 CSQ.,sopp1247,Sop,urw,Papunesia,-5.49605,145.361,Nuclear Trans New Guinea
sopp1247-2,"Usino (from SIL word list, 1969)",LeanMadang,p.55,SIL Word List (1969). Village: Usino.,sopp1247,Sop,urw,Papunesia,-5.49605,145.361,Nuclear Trans New Guinea
sopp1247-3,"Usino (from SIL word list, 1977)",LeanMadang,p.55,SIL Word List (1977). Village: Usino.,sopp1247,Sop,urw,Papunesia,-5.49605,145.361,Nuclear Trans New Guinea
sopp1247-4,Usino (Usino/Dakawo Village),AnonymousRamuB,"pp.2, 6",,sopp1247,Sop,urw,Papunesia,-5.49605,145.361,Nuclear Trans New Guinea
sopp1247-5,Usino,Zgraggen1980RaiCoast,p.92,,sopp1247,Sop,urw,Papunesia,-5.49605,145.361,Nuclear Trans New Guinea
sori1242-1,Sori,Blust2021,"pp.24, 30, 31, 37",,sori1242,Sori-Harengan,sbh,Papunesia,-1.98384,146.642,Austronesian
sori1242-2,Sori-Harengan (Harengan dialect),Lean1985Vol02,p.46,1 CSQ. Harengan Island.,sori1242,Sori-Harengan,sbh,Papunesia,-1.98384,146.642,Austronesian
sori1242-3,Sori-Harengan (Sori dialect),Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan,sbh,Papunesia,-1.98384,146.642,Austronesian
sosk1235-1,Kwongai (Sawos),Laycock1971D27,p.3804,,sosk1235,Sos Kundi,sdk,Papunesia,-3.99024,143.396,Ndu
sosk1235-2,Kwaruwi,Staalsen1975,p.14,,sosk1235,Sos Kundi,sdk,Papunesia,-3.99024,143.396,Ndu
sout2859-1,Southeast Ambrym,Parker1970,passim,,sout2859,Southeast Ambrym,tvk,Papunesia,-16.2975,168.211,Austronesian
sout2866-1,South Marquesan - Hiva Oa,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan,mqm,Papunesia,-9.75663,-138.979,Austronesian
sout2866-2,South Marquesan - Fatu Hiva,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan,mqm,Papunesia,-9.75663,-138.979,Austronesian
sout2877-1,Dangal,Smith1988,p.65,,sout2877,South Watut,mcy,Papunesia,-7.03751,146.409,Austronesian
sout2877-2,Maralango,Smith1988,p.65,,sout2877,South Watut,mcy,Papunesia,-7.03751,146.409,Austronesian
sout2877-3,South Watut (‘Dangal’),LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut,mcy,Papunesia,-7.03751,146.409,Austronesian
sout2877-4,South Watut (‘Maralango’),LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut,mcy,Papunesia,-7.03751,146.409,Austronesian
sout2877-5,Watut (Maralaŋko),Fischer1963,pp.224-225,,sout2877,South Watut,mcy,Papunesia,-7.03751,146.409,Austronesian
sout2883-1,Southeast Babar,Taber1993,pp.418-419,,sout2883,Southeast Babar,vbb,Papunesia,-7.94359,129.8,Austronesian
sout2895-1,Fatakai (Nuaulu): Seram,Stokhof1981Vol3.2,p.79,,sout2895,South Nuaulu,nxl,Papunesia,-3.23411,129.148,Austronesian
sout2912-1,Viracnon (Bikol),Meman1990,p.6,,sout2912,Coastal-Virac Bikol,bln,Papunesia,13.6989,124.29,Austronesian
sout2916-1,Canipaan Palawan,Thiessen1980,pp.72-78,,sout2916,Southwest Palawano,plv,Papunesia,8.67624,117.36,Austronesian
sout2918-1,Sama Sitaŋkai,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Southern Sama,ssb,Papunesia,4.755836,119.483887,Austronesian
sout2920-1,Betsimisaraka du Sud,Ruud1955,pp.47-48,,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-22.8,47.82,Austronesian
sout2940-1,Kaôh,Stokhof1982Vol5.1,pp.157-158,,sout2940,South Muyu,kts,Papunesia,-6.01385,140.815,Nuclear Trans New Guinea
sout2940-2,Kati,Galis1955,p.168,,sout2940,South Muyu,kts,Papunesia,-6.01385,140.815,Nuclear Trans New Guinea
sout2941-1,Awju Sjiagha,Galis1955,p.168,,sout2941,South Awyu,aws,Papunesia,-7.36301,139.538,Nuclear Trans New Guinea
sout2941-2,Oser,Galis1955,p.168,,sout2941,South Awyu,aws,Papunesia,-7.36301,139.538,Nuclear Trans New Guinea
sout2941-3,South Awyu/Konebi (Jas),Lebold2013,p.43,,sout2941,South Awyu,aws,Papunesia,-7.36301,139.538,Nuclear Trans New Guinea
sout2941-4,South Awyu/Yeloba,Lebold2013,p.43,,sout2941,South Awyu,aws,Papunesia,-7.36301,139.538,Nuclear Trans New Guinea
sout2943-1,Tairora (from IMP/SIL),Lean1986Vol08,p.40,IMP/SIL Questionnaire (1978),sout2943,South Tairora,omw,Papunesia,-6.35337,145.883,Nuclear Trans New Guinea
sout2943-2,Tairora (Ontabura village),Lean1986Vol08,p.40,S.I.L word list (1976). Village: Ontabura,sout2943,South Tairora,omw,Papunesia,-6.35337,145.883,Nuclear Trans New Guinea
sout2949-1,Kiwai,Ray1912,p.340,,sout2949,Southern Kiwai,kjd,Papunesia,-8.64889,143.244,Kiwaian
sout2949-2,Mowata,Ray1912,pp.340-341,,sout2949,Southern Kiwai,kjd,Papunesia,-8.64889,143.244,Kiwaian
sout2949-3,Southern Kiwai (Daru dialect),Lean1986Vol12,p.86,SIL Word List (1975); compiled at Daru.,sout2949,Southern Kiwai,kjd,Papunesia,-8.64889,143.244,Kiwaian
sout2949-4,Fly River,Codrington1885,p.222,,sout2949,Southern Kiwai,kjd,Papunesia,-8.64889,143.244,Kiwaian
sout3241-1,Tidung Kalabakan,Lobel2016,pp.234-239,,sout3241,Southern Tidung,itd,Papunesia,4,117.75,Austronesian
sout3241-2,Tidung Malinau,Lobel2016,pp.234-239,,sout3241,Southern Tidung,itd,Papunesia,4,117.75,Austronesian
sout3241-3,Tidung Mensalong,Lobel2016,pp.234-239,,sout3241,Southern Tidung,itd,Papunesia,4,117.75,Austronesian
sowa1245-1,Waina,Smits1994,pp.210-212,,sowa1245,Sowanda,sow,Papunesia,-3.28373,140.92,Border
sril1245-1,Upcountry Sri Lanka Malay,Nordhoff2009,p.242,,sril1245,Sri Lanka Malay,sci,Eurasia,6.91603,79.864,Austronesian
suab1238-1,Sámálèk,Galis1955,p.136,,suab1238,Suabo,szp,Papunesia,-2.07971,132.157,Inanwatan
sude1239-1,Sud-Est,Lean1986Vol06,p.112,1 CSQ. Village: Nanhill (Griffin Point).,sude1239,Sudest,tgo,Papunesia,-11.5229,153.488,Austronesian
sude1239-2,Tagula: East of North Coast,Ray1938EasternLouisiade,p.374,,sude1239,Sudest,tgo,Papunesia,-11.5229,153.488,Austronesian
sude1239-3,Tagula: Griffin Point and Piron Island,Ray1938EasternLouisiade,p.374,,sude1239,Sudest,tgo,Papunesia,-11.5229,153.488,Austronesian
sude1239-4,Tagula: Juru and Pantava,Ray1938EasternLouisiade,p.374,,sude1239,Sudest,tgo,Papunesia,-11.5229,153.488,Austronesian
sude1239-5,Tagula: North-East,Ray1938EasternLouisiade,p.374,,sude1239,Sudest,tgo,Papunesia,-11.5229,153.488,Austronesian
